faq_type,intent,fist_title,second_title,third_title,question,answer
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,À partir de quel niveau d’endettement la restructuration de crédits a-t-elle du sens ?,"Il n’y a pas de règles fixes en la matière, mais l’on peut considérer qu’à partir du moment où les fins de mois deviennent difficiles du fait même des dettes à rembourser, la restructuration de crédits prend tout son sens.
Pour faire simple, si vos dettes mensuelles représentent jusqu’à 45 % de vos revenus, votre conseiller bancaire sera certainement votre meilleur interlocuteur pour envisager une réorganisation et un ré étalement de votre dette. En revanche, si votre taux d’endettement dépasse les 50 %, il est vraisemblable que seuls des organismes spécialisés en rachat de crédits interviendront.
Crédit Immobilier Direct, intermédiaire en opérations bancaires et filiale du Groupe MAIF, intervient précisément dans ce cas de figure, en analysant et en défendant votre dossier de demande de restructuration auprès des organismes de financements."
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,"Quelle différence y a-t-il entre ""restructuration de crédits"", ""rachat de crédits"", ""réaménagement de crédits"", ""regroupement de crédits"", ""consolidation de crédits""... ?"," Aucune. Cette diversité de termes révèle tout simplement que, contrairement aux solutions de financement "" classiques "", la restructuration de crédits n’est pas qu’un financement ex nihilo, mais bien une solution qui prend en compte et affecte les prêts que vous avez déjà contractés et que vous êtes toujours en train de rembourser.
Vos crédits sont d’abord "" rachetés "" par un organisme bancaire spécialisé, c’est-à-dire qu’il rembourse la somme des capitaux restant dus à vos différents créanciers (en s’acquittant des pénalités de remboursement anticipé, s’il y en a). À ce stade, vous n’avez donc plus qu’un seul nouveau créancier à rembourser ce qui facilite la gestion de votre budget. Pour cette raison, on parle de "" rachat de crédits "". Cet organisme bancaire vous a donc octroyé un nouveau prêt unique, le seul que vous aurez à rembourser dorénavant. Pour cette raison, on parle de "" regroupement de crédits "", ou encore de "" consolidation de crédits "". Pour que l’opération ait un sens, ce nouveau prêt devra peser beaucoup moins lourd qu’auparavant dans votre budget mensuel ; et pour ce faire, l’organisme bancaire prévoira une durée de prêt plus longue, afin de réduire vos mensualités, ce qui permet l’assainissement de vos finances mensuelles. Pour cette raison, on parle de "" restructuration de crédits "", ou encore de de ""réaménagement de crédits"". "
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,La restructuration de crédits permet-elle de regrouper des prêts de différentes natures ?,"Oui. Cette opération permet d’ailleurs de consolider non seulement des crédits de natures différentes, qu’ils soient amortissables (prêts immobiliers, prêts travaux, prêts automobiles, prêts à la consommation, prêts personnels) ou rechargeables (crédits renouvelables, découvert bancaire), mais aussi vos autres dettes : retard d’impôt, dette familiale…"
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Doit-on impliquer tous ses crédits dans une opération de restructuration de crédits ?,"Ce n’est absolument pas une obligation. Mais c’est souvent souhaitable dans la mesure où l’objectif est bien de rééquilibrer l’ensemble de la dette. Toutefois, votre conseiller exclura certainement de l’opération les crédits qui sont très proches de leur terme ainsi que ceux dont le taux est très faible - le bénéfice de l’opération sur ces prêts ne venant pas compenser son coût."
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Quels frais peut générer la restructuration de mes crédits ?,"Une restructuration de crédits, parce qu’elle est une opération complexe impliquant de multiples intervenants (débiteur, créanciers, courtier, organisme de restructuration, assurance, notaire…), engendre des frais de différentes natures : frais de dossier de l’organisme prêteur : de l’ordre de 1 % du montant du nouveau prêt ;
frais de remboursement anticipé des prêts rachetés : au maximum 3 % du montant des capitaux restants dus à racheter pour les prêts immobiliers, voire plus pour certains prêts d’un montant supérieur à 21 500 € ; frais de notaire (honoraires, débours et taxes) et d’hypothèque, uniquement dans le cas d’un financement avec garantie hypothécaire : entre 6 % et 9 % du montant du nouveau prêt (selon les tranches de financement prévues dans la grille notariale officielle des frais de notaire) ; frais de mandat, rémunérant le travail de l’intermédiaire en opérations bancaires : généralement entre 4 % et 8 % du montant du nouveau prêt. Tous ces frais sont intégrés dans le financement et détaillés dans l’offre de prêt. Crédit Immobilier Direct, filiale du Groupe MAIF, s’engage à ne jamais dépasser 5 % de frais d’intermédiation."
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Quel type de taux est appliqué en rachat de crédits ?,"Dans le cadre du service Restructuration de crédit proposé sur maif.fr, toutes les solutions recherchées et négociées par Crédit Immobilier Direct sont à taux fixe."
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Comment savoir si sa demande de rachat de crédits est finançable ?,"L’étude en ligne proposée sur maif.fr vous permet d’obtenir d’emblée plusieurs simulations en fonction de la durée du nouveau crédit. Chacune de ces simulations synthétise vos charges mensuelles, votre budget mensuel disponible, votre taux d'endettement… et est assortie d’un premier avis indicatif, basé sur les informations que vous avez renseignées dans le formulaire. À ce stade, il conviendra de rester prudent tant les critères d'analyse sont nombreux (toutes les subtilités d’un dossier ne peuvent pas être prises en compte dans une étude en ligne). C'est pourquoi seule l'analyse du dossier par votre conseiller, qui est un courtier spécialisé, vous permettra ensuite d’obtenir un avis fiable."
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Combien de temps faut-il entre une demande de restructuration de crédits et l'accord définitif de la banque ?,"3 mois en moyenne pour un projet de rachat de crédits immobilier + crédits à la consommation. Entre 1 et 2 mois pour un projet de rachat de crédits à la consommation. Ces délais dépendent aussi très largement de la motivation de l’emprunteur (envoi exhaustif des pièces justificatives demandées, validations successives…)."
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Quels sont les documents à fournir pour réaliser une restructuration de crédits ?,"La liste des documents à fournir varie en fonction du profil de l'emprunteur et du projet. Cette liste précise vous sera adressée par votre conseiller Crédit Immobilier Direct, qui vous aidera à réunir vos documents. Les pièces justificatives les plus couramment demandées sont les suivantes : Etat civil, Opérations bancaires courantes, revenus, patrimoine immobilier (si vous êtes propriétaire), charges de logement, dettes en cours, pour les entrepreneurs, assurance de prêt, projet"
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,"Est-ce qu'un emprunteur ayant des crédits impayés ou des fichages bancaires (FCC*, FICP*) peut réaliser un rachat de crédits ?","Non. Une inscription au Fichier des Incidents de remboursement des Crédits aux Particuliers (FICP) ou au Fichier Central des Chèques (FCC) devrait normalement rendre impossible l’obtention de tout nouveau crédit (du moins tant que vous vous n’avez pas régularisé votre situation, c'est-à-dire remboursé les sommes que vous auriez dû avoir déjà versé à vos créanciers). En tant qu’opération de crédit, le rachat de crédits n’échappe pas à la règle. Mais à la différence de certains crédits à la consommation, parfois octroyés avec moins de vigilance -sans cela, le surendettement actif ne pourrait pas exister-, les organismes spécialisés en restructuration de crédits ne feront jamais l’impasse d’une analyse approfondie de votre situation, ce qui inclut la vérification d’un éventuel fichage bancaire. "
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Quelles sont les durées minimale et maximale initiale du nouveau prêt consolidé permettant la restructuration de ses crédits ?,"Durée minimum : 5 ans. Durée maximum : 35 ans. Dans la pratique, cette durée excède rarement 25 ans."
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Le taux d'endettement est limité à 33 % en France. En étant raisonnable est-il possible de s'endetter plus ?,"Non, en théorie, avant d’octroyer un nouveau crédit, tout organisme de crédit doit vérifier que cette limite maximale ne sera pas franchie. Faut-il rappeler que cette règle des 33 % d’endettement maximum va dans le sens de l’emprunteur : les 67 % restants du total des revenus du foyer sont censés pouvoir au moins couvrir les charges de la vie courante.
Pour autant, la règle des 33 % d’endettement maximum ne s’applique pas de façon monolithique:
Dans le cas de revenus élevés, la limite des 33 % d’endettement pourra être légèrement dépassée s’il s’avère que votre "" reste à vivre "" couvre largement les charges de la vie courante. Le reste à vivre est égal au total des revenus mensuels du foyer diminué du total des mensualités de remboursement de vos crédits. C’est la somme qu’il vous reste pour vivre chaque mois après le remboursement de vos dettes.
Dans le cas de petits revenus, on calcule le "" quotient familial "" pour définir si le foyer pourra vivre normalement une fois les dettes mensuelles payées. Le quotient familial est égal au reste à vivre mensuel multiplié par 12 et divisé par le nombre de personnes dans le foyer. Si votre nouveau crédit vous fait atteindre un taux d’endettement de 33 % et que votre quotient familial est supérieur à 4 500 €, alors le crédit devrait pouvoir vous être octroyé.
Dans le cas de revenus variables (fixe + primes, commissions...), c’est le salaire fixe qui sera la plupart du temps pris en compte dans le calcul de vos revenus. En effet, les organismes de prêt cherchent à évaluer vos revenus pérennes. C’est pour cette même raison qu’ils examineront votre ancienneté professionnelle (êtes-vous en poste depuis 5 ans ou toujours en période d’essai ?...) et votre type de contrat (êtes-vous en CDD ou en CDI ?...)."
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Pourquoi est-il utile de faire appel à un courtier lors d'une opération de restructuration de crédits ?,"Une restructuration de crédits s’avérera complexe (et non "" compliquée "") pour l’emprunteur qui ne confiera pas son dossier à un intermédiaire en opérations bancaires. La multiplicité des parties prenantes (emprunteur, créanciers, banque de l’emprunteur, organisme de restructuration, notaire dans certains cas, assurance…) ainsi que le traitement à distance de ce type d’opération nécessitent un accompagnement éclairé et une organisation sans faille. En s’adressant à un courtier sérieux l’emprunteur pourra se laisser guider : le courtier sollicitera et fera préciser les informations nécessaires, analysera le dossier, le présentera sous son meilleur jour, transmettra tel ou tel élément spécifique aux partenaires adéquats suivant un calendrier logique, les relancera dès qu’il le faudra, et ce jusqu’à la signature du prêt – si tant est que l’opération soit réalisable. L’emprunteur n’aura qu’une obligation : fournir tous les renseignements et pièces justificatives nécessaires à la constitution du dossier, éléments qui devront être sincères et véritables. "
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,L'opération de rachat de crédits peut-elle se faire à distance ?,"Oui. Techniquement parlant, il est d’ailleurs difficile de faire autrement dans la mesure où les organismes de crédit spécialisés ne disposent pas d’agences de proximité dédiées sur le territoire. Sur un plan plus personnel, la discrétion souhaitée par les demandeurs fait que le traitement à distance est très bien perçu."
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Le service de restructuration de crédits proposé sur maif.fr couvre-t-il toute la France ?,"Crédit Immobilier Direct, filiale du Groupe MAIF, intervient sur toute la France métropolitaine. Seuls les DOM-TOM, pour le moment, ne sont pas couverts par ce service."
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Est-ce qu’une restructuration de crédits nécessite un acte notarié ?,"Dans la plupart des cas, le rachat de crédit nécessite un acte notarié. Cependant il existe des prêts sans garantie dont les montants sont généralement inférieurs aux prêts avec garanties. "
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Doit-on changer de banque après une restructuration de crédits ?,"Non, pas du tout. Vous pouvez garder votre banque actuelle. La mensualité de votre nouveau crédit sera prélevée sur votre compte bancaire par l’organisme qui a réalisé le rachat de vos crédits."
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Les mensualités du nouveau prêt consolidé sont-elles modulables ?,"Parfois. Cette modularité dépend des solutions mises en place. Dans certains cas, il sera possible d’augmenter ou de diminuer les mensualités chaque année sans frais afin de raccourcir ou de rallonger la durée du crédit."
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,"Après une restructuration de crédits, peut-on contracter d’autres crédits ?","Dans l’absolu, oui. Si vos crédits ont pu être rachetés, c’est que vous n’êtes pas fiché(e), et cette restructuration a permis d’assainir votre situation budgétaire. Aussi, si votre endettement a été redescendu sous la barre des 33 %, il vous reste a priori une certaine marge de manœuvre pour contracter un nouveau prêt et atteindre les 33 % d’endettement. Mais, de façon pragmatique, si votre taux d’endettement a été ramené autour des 30 % à 33 % mieux vaut ne pas avoir recours à un nouveau crédit. "
pratique,credit_epargne/restrucuration_credits,FAQ Assurance et Vie pratique,Crédits épargne,Restructuration de crédits,Peut-on vendre sa maison après la restructuration de ses crédits immobiliers et crédits à la consommation ?,"Oui, bien sûr. Il suffira de rembourser le prêt hypothécaire qui avait été mis en place avec le produit de la vente de la maison. "
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,Qu'est-ce que le livret Épargne autrement ?,"C'est un livret d'épargne rémunéré. L'argent que vous avez épargné est totalement disponible. Les versements (minimum 10 €) et les retraits sont possibles à tout moment. Il faut juste laisser un minimum de 10 € pour que votre livret d'épargne reste ouvert. Il est dit "" autrement "" parce qu'il implique un acte solidaire et efficace qui consiste au versement de 25 % des intérêts bruts aux projets solidaires en lien avec l’accès à l’éducation pour tous, sélectionnés par le Fonds Solidaire MAIF. En option : possibilité de verser 1% des versements aux projets solidaires sélectionnés."
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,En quoi ce livret est-il utile ?,"Ce livret est utile pour soi parce qu'il permet d'épargner sans risque (taux connu*), en toute liberté (versements libres ou programmés) et ainsi de préparer le financement de projets mais aussi de pallier à des dépenses imprévues. Ce livret utile pour les autres, les intérêts cédés sont versés au Fonds Solidaire MAIF qui les redistribue aux 4 associations oeuvrant pour l'accès à l'éducation pour tous : Les Doigts Qui Rêvent, l'Association de la fondation pour la ville (AFEV), France Active programme Pacte Création et Handi'Chiens. Il vous permet au-delà des 25 % d’intérêts partagés, de choisir en option de céder 1% de vos versements au soutien de ces mêmes projets."
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,Quels sont les avantages fiscaux du livret Épargne autrement ?,"Premier avantage fiscal : sur la partie des intérêts reversés au Fonds Solidaire MAIF le prélèvement forfaitaire libératoire est réduit de 24 à 5 %. Deuxième avantage fiscal, les dons au Fonds Solidaire MAIF ouvrent droit à une réduction d'impôt de 66 % de leurs montants (dans la limite de 20 % du revenu imposable)."
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,25 % des intérêts reversés c'est beaucoup ?,"Cela semble beaucoup mais en fait, avec ses avantages fiscaux, ce livret conduit à renoncer à un faible montant d'intérêt."
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,Quelle différence avec un livret d'épargne classique ?,"Le livret Épargne autrement a été conçu dans une double perspective de sécurité et de solidarité. Grâce à un mécanisme de reversement solidaire d'une partie des intérêts voire, en option d’1 % de vos versements, le livret Épargne autrement vous offre, un double rendement :un rendement financier : les intérêts que vous percevez.Un rendement sociétal : les intérêts que vous cédez au Fonds Solidaire MAIF pour soutenir les projets solidaires sélectionnés."
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,En quoi le livret Épargne autrement est-il différent des autres livrets d'épargne solidaire ?,"Le livret Epargne autrement permet de contribuer à des projets solidaires concrets et précis. Les associations sélectionnées par le Fonds Solidaire MAIF oeuvrent toutes pour l’accès à l’éducation pour tous. Elles ne sont pas choisies pour leur notoriété mais pour leur efficacité en terme d’accès à l’éducation pour tous.
Chaque année la MAIF communique sur le montant des dons reçu par le Fonds Solidaires MAIF puis reversé aux associations sélectionnées. Les résultats des associations (réalisations, actions) grâce aux dons qui leurs ont été reversés par le Fonds Solidaire MAIF sont-elles aussi disponibles sur maif.fr « Découvrez comment donner du sens à votre épargne »"
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,Quelle est la valeur ajoutée du livret Épargne autrement par rapport à un don en direct ?,"Épargner sur le livret Épargne autrement permet de subventionner les projets solidaires sélectionnés par le Fonds Solidaire MAIF en direct sans financer les frais de gestion des associations. Les deux types de dons sont compatibles : lorsque vous donnez en direct, vous soutenez des associations connues et bénéficiant d’une audience médiatique importante, lorsque vous épargnez sur le livret Épargne autrement, vous soutenez des associations peu, voire pas connues du grand public, et qui n’ont pas les moyens médiatiques suffisants pour organiser des campagnes de dons d’envergure."
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,Pourquoi la cause solidaire de l'accès à l'éducation pour tous ?,"C'est un engagement sociétal majeur pour le groupe MAIF choisi par son conseil d'administration. En regardant de près l'histoire de la mutuelle, le champ de l'éducation, de la pédagogie est légitime car la MAIF y a fait beaucoup de choses. Y compris en matière d'intégration scolaire et sociale des enfants handicapés (Livre Blanc remis aux autorités nationales et européennes en 2003, dispositif éducatif avec l'Assistance Scolaire Personnalisée, l'espace enseignants...)."
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,Pourquoi le choix de l'association Les Doigts Qui Rêvent ?,"Cette association, par ailleurs sociétaire personne morale, a été choisie par la MAIF sur la base d'un cahier des charges très rigoureux en terme de compétences, d'image et de taille (petite structure). Sa vocation est de réinsérer des exclus du monde du travail au service d'enfants exclus du monde de la culture. Créée en 1994 par un groupe de parents et d'enseignants, elle conçoit et produit des albums tactiles illustrés... Aussi riches, aussi colorés, aussi variés que ceux offerts aux enfants voyants, ces livres donnent ainsi le goût, aux enfants déficients visuels (malvoyants et aveugles), du livre malgré leur handicap, favorisant leur intégration sociale et culturelle. Son atelier de production est un chantier d'insertion qui accueille des personnes en grandes difficultés, exclues du monde du travail. Les livres produits sont diffusés auprès des établissements scolaires, des bibliothèques, des instituts spécialisés et auprès de familles qui en font la demande."
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,Pourquoi le choix de l’association AFEV ?,"L’Afev, premier réseau d’étudiants solidaires intervenant dans les quartiers populaires, est une association nationale née en 1991 sur la base d’un constat, celui des inégalités dans les quartiers populaires, et d’une conviction, celle que la jeunesse a envie de s’engager. L’Afev mène, depuis sa création, une action d’accompagnement individuel de jeunes dans les quartiers populaires. Cet accompagnement repose sur un principe simple, deux heures par semaine, tout au long de l’année scolaire, un étudiant bénévole intervient auprès d’un enfant ou d’un jeune (de 5 à 18 ans) rencontrant des difficultés dans son parcours. De l’accompagnement vers la lecture (autour de lecture de livre et de visite à bibliothèque) à l’accompagnement vers l’orientation, (autour de la connaissance des filières professionnelles et des possibilités de poursuite d’étude), chaque accompagnant s’adapte à la réalité de l’enfant. Cette action, grâce au lien humain et solidaire qu’il crée, contribue à aider, redonner confiance et offrir une ouverture culturelle à des milliers d’enfants et des jeunes. L’Afev est aujourd’hui présente dans 350 quartiers prioritaires. 7 000 étudiants bénévoles accompagnent chaque année 7 000 enfants et jeunes. L’Afev est devenue le premier réseau d’engagement solidaire dans les quartiers populaires. Depuis 1992, l’Afev a permis la réalisation de 7,2 millions d’heures de bénévolat. L’Afev a développé en 2006, au côté du bénévolat deux heures par semaine, d’autres formes d’engagement dans les quartiers : missions de volontariat (400 jeunes en service civique en 2011), "" Kolocation à projets solidaires "" (à chaque colocation correspond un projet solidaire dans le quartier où elle se trouve), "" accompagnement de projets collectifs de collégiens ""... Grâce à ces nouveaux espaces d’engagement, l’Afev peut diversifier les actions qu’elle mène dans les quartiers et intervenir sur d’autres aspects de la vie du quartier : climat scolaire dans les écoles, isolement des familles, délitement du lien social... Depuis 2008, elle complète son action de terrain par un travail de plaidoyer en menant des campagnes de sensibilisation auprès du grand public : Journée de Refus de l’Échec Scolaire, Observatoire de la Jeunesse Solidaire, Responsabilité Sociétale des Universités..."
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,Pour le choix de l'association France Active programme Pacte Création ?,"France Active soutient les jeunes entrepreneurs, chercheurs d’emploi de moins de 26 ans avec le programme Pacte création.
Un financement au démarrage de 2 000 € permet au jeune entrepreneur de bénéficier d’un accompagnement renforcé pour sécuriser son projet : une approche pédagogique et des conseils adaptés, une mise en contact avec un réseau local, l’apport d’une garantie auprès de la banque…
Des atouts essentiels pour concrétiser et développer un projet. Les gagnants du Prix Jeunes entrepreneurs engagés reçoivent, en complément, une récompense à hauteur de 10 000 €."
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,"Avec le livret Épargne autrement, la MAIF ne cède-t-elle pas à un effet de mode ?","Non car, avec ce livret, la MAIF vous permet d'être efficacement solidaire avec votre épargne en utilisant à plein la réglementation fiscale, dans le domaine de l'éducation. L'épargne solidaire n'est pas un effet de mode puisqu'elle existe depuis déjà plus de 20 ans. Développant de nouvelles solutions financières, la MAIF se devait d'y intégrer la solidarité qui est l'un de ses valeurs centrales. À noter que la gamme Épargne garantie solidaire de la MAIF inclut également une solution d'épargne solidaire à moyen long terme : le contrat Assurance vie Responsable et Solidaire."
pratique,credit_epargne/livret_epagne_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret Épargne autrement,Pourquoi c’est le fonds solidaire MAIF qui reçoit les dons et non les associations en direct ?,"Le fonds solidaire MAIF a été créé pour plusieurs raisons : Cette structure constituée d’un comité d’administration est tout d’abord responsable de la sélection des projets soutenus et des associations qui les portent. Percevant les dons en direct, il intervient pour répartir les dons entre les associations en veillant à maintenir leur indépendance financière. Il permet d’éviter au sociétaire de choisir l’association soutenue et ainsi de mettre en concurrence des causes solidaires qui méritent toutes d’être aidées. Il rend compte au sociétaire des actions menées par les associations, à Finansol du suivi des réalisations des associations. Il édite les reçus fiscaux permettant de bénéficier de la réduction d'impôts acquise sur les dons."
pratique,credit_epargne/livret_developpement_durable_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret de développement durable autrement,Qu'est-ce que le livret pour le développement durable autrement ?,"Le livret développement durable autrement est un livret de développement durable règlementé, non fiscalisé. Il peut être utilisé comme un livret d'épargne complémentaire au Livret A autrement. Son plafond est de 12 000 €. Au-delà de ses caractéristiques classiques, le livret de développement durable autrement est un livret solidaire labellisé Finansol : 25 % des intérêts sont cédés au Fonds Solidaire MAIF qui les répartie ensuite aux 4 associations sélectionnées par le Fonds Solidaire MAIF : Les Doigts Qui Rêvent, l’Association pour la fondation pour la ville (Afev), Handi’chiens et France Active programme Pacte Création. En option, il est possible de céder 1 % de chaque versement sur le livret, également au Fonds Solidaire MAIF. Les dons ainsi réalisés ouvrent droit à une réduction d'impôt de 66 % de leurs montants (dans la limite de 20 % du revenu imposable)."
pratique,credit_epargne/livret_developpement_durable_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret de développement durable autrement,Comment sont calculés les intérêts ?,"Les intérêts sont calculés selon la règle de la quinzaine. Afin d’optimiser votre rémunération, effectuez vos versements avant le 16 ou le 1er du mois et vos retraits après le 15 ou le 30 du mois. "
pratique,credit_epargne/livret_developpement_durable_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret de développement durable autrement,"Lors du versement des intérêts, le plafond du livret peut-il être dépassé ?","Oui, le versement des intérêts annuels et leur capitalisation constituent les seules possibilités de dépasser le plafond autorisé réglementairement. Aucun versement complémentaire de votre part ne peut être autorisé au-delà du plafond. Sachez qu'il n'est pas obligatoire de retirer d'argent pour repasser sous le plafond du livret d'épargne si du fait des intérêts vous avez dépassé le plafond autorisé. "
pratique,credit_epargne/livret_developpement_durable_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret de développement durable autrement,Les intérêts du livret de développement durable autrement sont-ils fiscalisés ?,"Non, d’un point de vue fiscal, les intérêts perçus sont totalement exonérés d’impôts et de prélèvements sociaux car il s’agit d’un livret règlementé. "
pratique,credit_epargne/livret_developpement_durable_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret de développement durable autrement,Quelles sont les règles de retrait sur le livret de développement durable autrement ?,Les retraits sur ce livret d’épargne peuvent être effectués à tout moment mais il faut retenir que le compte doit avoir un solde d’au moins 10 € sous peine de le voir clôturé d’office. 
pratique,credit_epargne/livret_a_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret A autrement,Comment fonctionne le livret A autrement ?,"Vous pouvez épargner jusqu'à un plafond maximum de 22 950 € (hors capitalisation des intérêts). Vous effectuez des versements à votre rythme, sous la forme de versements libres ou de versements programmés. Lors du versement des intérêts, le solde du livret peut dépasser le plafond autorisé, mais dans ce cas, aucun nouveau versement ne peut être effectué tant que le solde n'est pas redescendu sous le plafond. Le calcul des intérêts est effectué par quinzaine, les intérêts de l'année étant versés le 31 décembre, puis capitalisés. Au-delà du fonctionnement classique, le livret A autrement est un livret solidaire labellisé Finansol : 25 % des intérêts sont cédés au Fonds Solidaire MAIF qui les répartie ensuite aux 4 associations sélectionnées par le Fonds Solidaire MAIF : Les Doigts Qui Rêvent, l’Association pour la fondation pour la ville (Afev), Handi’chiens et France Active programme Pacte Création. En option, il est possible de céder 1% de chaque versement sur le livret, également au Fonds Solidaire MAIF. Les dons ainsi réalisés ouvrent droit à une réduction d'impôt de 66 % de leurs montants (dans la limite de 20 % du revenu imposable)."
pratique,credit_epargne/livret_a_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret A autrement,Quelle différence avec un livret A classique ?,"Le livret A autrement est un livret auquel s’applique les conditions d’unicité de détention réglementaires du livret A. Le livret A autrement bénéficie d’une double perspective de sécurité et de solidarité. Grâce au mécanisme de reversement solidaire d’une partie de vos intérêts (25 %) voire en option d’1 % de vos versements, le livret A autrement offre un double rendement : Un rendement financier, les intérêts perçus. Un rendement sociétal, les intérêts cédés au Fonds Solidaire MAIF pour soutenir les projets solidaires sélectionné"
pratique,credit_epargne/livret_a_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret A autrement,Comment sont calculés les intérêts ?,"Le calcul des intérêts est effectué par quinzaine, les intérêts de l’année étant versés le 31 décembre, puis capitalisés."
pratique,credit_epargne/livret_a_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret A autrement,"Lors du versement des intérêts, le solde du livret peut-il dépasser le plafond autorisé ?","Oui, dans ce cas, aucun nouveau versement ne peut être effectué tant que le solde n’est pas redescendu sous le plafond."
pratique,credit_epargne/livret_a_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret A autrement,Quelle est la fiscalisation des intérêts ?,"Les intérêts versés sont complètement exonérés d'impôt. Ils ne sont soumis ni à l’impôt, ni aux prélèvements sociaux."
pratique,credit_epargne/livret_a_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret A autrement,Les sommes placées sur le Livret A autrement sont-elles garanties par l’État ?,"Oui, les dépôts (dont les sommes placées sur le Livret A) sont couverts à hauteur de 100 000 € par le Fonds de Garantie des dépôts et de Résolution (FGDR). La garantie des 100 000 € s’applique par client et par établissement."
pratique,credit_epargne/livret_a_autrement,FAQ Assurance et Vie pratique,Crédits épargne,Livret A autrement,Peut-on répartir les livrets d’une même famille dans divers établissements ?,"Oui rien ne s’y oppose, à la condition de respecter les règles d’unicité pour chaque catégorie de livret, en particulier pour les mineurs."
